holiday,temp,clouds_all,date_time,traffic_volume,weekend
1,287.98,75,2012-11-22 14:00:00,3090,0
1,288.46,75,2012-11-22 15:00:00,3068,0
1,287.3,75,2012-11-22 16:00:00,3152,0
1,285.57,75,2012-11-22 17:00:00,3023,0
1,284.82,75,2012-11-22 18:00:00,3083,0
1,285.57,40,2012-11-22 19:00:00,3010,0
1,287.12,75,2012-11-22 20:00:00,3002,0
1,287.97,75,2012-11-22 21:00:00,2533,0
1,288.23,75,2012-11-22 22:00:00,1958,0
1,288.22,75,2012-11-22 23:00:00,1390,0
0,287.46,75,2012-11-23 00:00:00,693,0
0,286.67,20,2012-11-23 01:00:00,482,0
0,286.01,20,2012-11-23 02:00:00,370,0
0,285.37,20,2012-11-23 03:00:00,341,0
0,284.82,20,2012-11-23 04:00:00,456,0
0,284.58,75,2012-11-23 05:00:00,1105,0
0,284.06,75,2012-11-23 06:00:00,2069,0
0,283.35,75,2012-11-23 07:00:00,2381,0
0,283.0,75,2012-11-23 08:00:00,2364,0
0,283.89,75,2012-11-23 09:00:00,2783,0
0,284.9,40,2012-11-23 10:00:00,3230,0
0,284.99,40,2012-11-23 11:00:00,3586,0
0,284.15,75,2012-11-23 12:00:00,3947,0
0,282.15,75,2012-11-23 13:00:00,3800,0
0,279.39,75,2012-11-23 14:00:00,4231,0
0,277.38,75,2012-11-23 15:00:00,4174,0
0,276.44,90,2012-11-23 16:00:00,4079,0
0,274.35,90,2012-11-23 17:00:00,3900,0
0,273.13,90,2012-11-23 18:00:00,3420,0
0,272.42,90,2012-11-23 19:00:00,2876,0
0,271.6,90,2012-11-23 20:00:00,2543,0
0,270.59,90,2012-11-23 21:00:00,2221,0
0,269.61,90,2012-11-23 22:00:00,2148,0
0,268.72,90,2012-11-23 23:00:00,1512,0
0,268.06,90,2012-11-24 00:00:00,917,1
0,267.76,90,2012-11-24 01:00:00,611,1
0,267.19,90,2012-11-24 02:00:00,470,1
0,266.59,90,2012-11-24 03:00:00,322,1
0,265.86,90,2012-11-24 04:00:00,299,1
0,265.6,90,2012-11-24 05:00:00,574,1
0,265.55,90,2012-11-24 06:00:00,1017,1
0,265.5,90,2012-11-24 07:00:00,1348,1
0,266.01,75,2012-11-24 08:00:00,1878,1
0,266.51,90,2012-11-24 09:00:00,2753,1
0,266.98,90,2012-11-24 10:00:00,3178,1
0,267.78,90,2012-11-24 11:00:00,3880,1
0,268.76,1,2012-11-24 12:00:00,4312,1
0,269.24,1,2012-11-24 13:00:00,4494,1
0,269.4,40,2012-11-24 14:00:00,4206,1
0,269.2,75,2012-11-24 15:00:00,4204,1
0,269.15,90,2012-11-24 16:00:00,4449,1
0,268.5,90,2012-11-24 17:00:00,4357,1
0,267.82,90,2012-11-24 18:00:00,3905,1
0,266.92,90,2012-11-24 19:00:00,3068,1
0,265.61,90,2012-11-24 20:00:00,2779,1
0,262.33,1,2012-11-25 01:00:00,689,1
0,261.45,1,2012-11-25 02:00:00,536,1
0,261.08,1,2012-11-25 03:00:00,322,1
0,260.62,1,2012-11-25 04:00:00,271,1
0,260.24,1,2012-11-25 05:00:00,426,1
0,259.88,1,2012-11-25 06:00:00,726,1
0,259.78,1,2012-11-25 07:00:00,910,1
0,260.82,20,2012-11-25 08:00:00,1366,1
0,263.42,75,2012-11-25 09:00:00,2222,1
0,265.24,20,2012-11-25 10:00:00,2918,1
0,266.31,75,2012-11-25 11:00:00,3413,1
0,267.37,90,2012-11-25 12:00:00,3724,1
0,268.13,90,2012-11-25 13:00:00,3949,1
0,268.93,90,2012-11-25 14:00:00,4076,1
0,269.41,90,2012-11-25 15:00:00,4729,1
0,270.1,90,2012-11-25 16:00:00,4880,1
0,270.37,90,2012-11-25 17:00:00,4435,1
0,270.61,90,2012-11-25 18:00:00,3749,1
0,270.98,90,2012-11-25 19:00:00,3381,1
0,271.02,90,2012-11-25 20:00:00,2809,1
0,270.98,90,2012-11-25 21:00:00,2150,1
0,270.97,90,2012-11-25 22:00:00,1533,1
0,270.97,40,2012-11-25 23:00:00,925,1
0,271.25,90,2012-11-26 00:00:00,524,0
0,271.34,90,2012-11-26 01:00:00,293,0
0,271.79,90,2012-11-26 02:00:00,258,0
0,271.75,90,2012-11-26 03:00:00,337,0
0,271.62,90,2012-11-26 04:00:00,771,0
0,271.48,90,2012-11-26 05:00:00,2496,0
0,271.14,90,2012-11-26 06:00:00,5529,0
0,270.77,90,2012-11-26 07:00:00,6752,0
0,270.73,90,2012-11-26 08:00:00,5787,0
0,270.89,90,2012-11-26 09:00:00,4699,0
0,270.97,90,2012-11-26 10:00:00,4271,0
0,270.64,90,2012-11-26 11:00:00,4314,0
0,270.39,90,2012-11-26 12:00:00,4603,0
0,271.26,86,2012-11-26 13:00:00,4816,0
0,271.65,75,2012-11-26 15:00:00,5449,0
0,271.6,90,2012-11-26 16:00:00,6238,0
0,271.36,75,2012-11-26 17:00:00,5761,0
0,271.32,90,2012-11-26 18:00:00,4022,0
0,271.29,90,2012-11-26 19:00:00,2874,0
0,271.29,90,2012-11-26 20:00:00,2362,0
0,270.6,90,2012-11-26 21:00:00,2098,0
0,269.59,90,2012-11-26 22:00:00,1342,0
0,268.57,90,2012-11-26 23:00:00,944,0
0,267.12,90,2012-11-27 00:00:00,459,0
0,265.53,75,2012-11-27 01:00:00,303,0
0,264.4,75,2012-11-27 02:00:00,247,0
0,262.98,40,2012-11-27 03:00:00,337,0
0,262.44,40,2012-11-27 04:00:00,781,0
0,261.77,90,2012-11-27 05:00:00,2601,0
0,261.27,90,2012-11-27 06:00:00,5639,0
0,260.62,75,2012-11-27 07:00:00,6768,0
0,260.47,40,2012-11-27 08:00:00,6116,0
0,261.12,1,2012-11-27 09:00:00,5215,0
0,262.6,1,2012-11-27 10:00:00,4315,0
0,263.5,1,2012-11-27 11:00:00,4497,0
0,264.4,1,2012-11-27 12:00:00,4799,0
0,265.23,1,2012-11-27 13:00:00,4884,0
0,266.06,1,2012-11-27 14:00:00,5234,0
0,266.17,1,2012-11-27 15:00:00,5665,0
0,266.01,1,2012-11-27 16:00:00,6428,0
0,264.93,1,2012-11-27 17:00:00,6092,0
0,264.26,1,2012-11-27 18:00:00,4317,0
0,263.8,1,2012-11-27 19:00:00,3137,0
0,263.33,1,2012-11-27 20:00:00,2647,0
0,263.47,1,2012-11-27 21:00:00,2194,0
0,263.55,1,2012-11-27 22:00:00,1523,0
0,263.83,1,2012-11-27 23:00:00,949,0
0,264.18,1,2012-11-28 00:00:00,510,0
0,264.21,20,2012-11-28 01:00:00,342,0
0,264.75,75,2012-11-28 02:00:00,245,0
0,264.94,75,2012-11-28 03:00:00,352,0
0,265.07,40,2012-11-28 04:00:00,759,0
0,265.25,75,2012-11-28 05:00:00,2638,0
0,264.84,40,2012-11-28 06:00:00,5816,0
0,265.03,20,2012-11-28 07:00:00,6995,0
0,265.28,75,2012-11-28 08:00:00,6071,0
0,267.05,40,2012-11-28 09:00:00,5228,0
0,268.83,75,2012-11-28 10:00:00,4570,0
0,270.43,90,2012-11-28 11:00:00,4809,0
0,272.28,90,2012-11-28 12:00:00,4839,0
0,273.82,90,2012-11-28 13:00:00,4837,0
0,275.34,75,2012-11-28 14:00:00,5290,0
0,276.01,90,2012-11-28 15:00:00,5621,0
0,275.25,40,2012-11-28 16:00:00,6116,0
0,273.84,75,2012-11-28 17:00:00,5813,0
0,272.17,40,2012-11-28 18:00:00,4314,0
0,270.99,20,2012-11-28 19:00:00,3077,0
0,270.23,1,2012-11-28 20:00:00,2691,0
0,269.63,1,2012-11-28 21:00:00,2297,0
0,269.59,1,2012-11-28 22:00:00,1568,0
0,269.52,1,2012-11-28 23:00:00,1020,0
0,269.69,20,2012-11-29 00:00:00,561,0
0,269.84,90,2012-11-29 01:00:00,358,0
0,269.7,90,2012-11-29 02:00:00,279,0
0,269.73,90,2012-11-29 03:00:00,363,0
0,269.51,90,2012-11-29 04:00:00,784,0
0,269.29,90,2012-11-29 05:00:00,2612,0
0,269.29,90,2012-11-29 06:00:00,5608,0
0,269.56,90,2012-11-29 07:00:00,7020,0
0,269.6,90,2012-11-29 08:00:00,6072,0
0,270.12,90,2012-11-29 09:00:00,5403,0
0,270.96,75,2012-11-29 10:00:00,4566,0
0,271.43,75,2012-11-29 11:00:00,4906,0
0,273.12,75,2012-11-29 12:00:00,5081,0
0,273.26,1,2012-11-29 13:00:00,5101,0
0,274.36,75,2012-11-29 14:00:00,5463,0
0,274.33,75,2012-11-29 15:00:00,5945,0
0,273.67,16,2012-11-29 16:00:00,6489,0
0,272.98,90,2012-11-29 17:00:00,6078,0
0,272.48,90,2012-11-29 18:00:00,4522,0
0,272.56,90,2012-11-29 19:00:00,3293,0
0,272.93,90,2012-11-29 20:00:00,2913,0
0,273.13,16,2012-11-29 21:00:00,2571,0
0,273.92,16,2012-11-29 23:00:00,1070,0
0,273.92,16,2012-11-30 00:00:00,591,0
0,270.47,6,2012-11-30 01:00:00,382,0
0,270.47,6,2012-11-30 02:00:00,340,0
0,270.47,6,2012-11-30 03:00:00,381,0
0,270.47,6,2012-11-30 04:00:00,784,0
0,270.47,6,2012-11-30 05:00:00,2468,0
0,270.47,6,2012-11-30 06:00:00,5503,0
0,271.22,59,2012-11-30 07:00:00,6615,0
0,271.22,59,2012-11-30 08:00:00,5913,0
0,271.22,59,2012-11-30 09:00:00,5171,0
0,271.22,59,2012-11-30 10:00:00,4840,0
0,271.22,59,2012-11-30 11:00:00,5263,0
0,276.53,75,2012-11-30 13:00:00,5446,0
0,276.41,75,2012-11-30 14:00:00,5746,0
0,275.76,90,2012-11-30 15:00:00,6110,0
0,275.24,90,2012-11-30 16:00:00,6749,0
0,274.48,90,2012-11-30 17:00:00,5518,0
0,273.88,90,2012-11-30 18:00:00,5420,0
0,273.45,90,2012-11-30 19:00:00,3618,0
0,272.8,90,2012-11-30 20:00:00,3020,0
0,272.38,90,2012-11-30 21:00:00,2987,0
0,272.33,90,2012-11-30 22:00:00,2644,0
0,272.14,90,2012-11-30 23:00:00,1799,0
0,272.0,90,2012-12-01 00:00:00,1103,1
0,272.13,90,2012-12-01 01:00:00,702,1
0,271.81,90,2012-12-01 02:00:00,588,1
0,271.63,90,2012-12-01 03:00:00,411,1
0,271.54,90,2012-12-01 04:00:00,384,1
0,271.68,90,2012-12-01 05:00:00,748,1
0,272.23,90,2012-12-01 06:00:00,1274,1
0,272.53,90,2012-12-01 07:00:00,2192,1
0,273.09,90,2012-12-01 08:00:00,2953,1
0,273.42,90,2012-12-01 09:00:00,3648,1
0,273.79,90,2012-12-01 10:00:00,3971,1
0,274.06,90,2012-12-01 11:00:00,4618,1
0,274.38,90,2012-12-01 12:00:00,5161,1
0,274.57,90,2012-12-01 13:00:00,4986,1
0,274.84,90,2012-12-01 14:00:00,4919,1
0,274.72,90,2012-12-01 15:00:00,4819,1
0,274.56,90,2012-12-01 16:00:00,5085,1
0,274.56,90,2012-12-01 17:00:00,5231,1
0,274.38,90,2012-12-01 18:00:00,4788,1
0,274.04,90,2012-12-01 19:00:00,3288,1
0,273.86,90,2012-12-01 20:00:00,2746,1
0,273.86,90,2012-12-01 21:00:00,2616,1
0,273.86,90,2012-12-01 22:00:00,2489,1
0,274.0,90,2012-12-01 23:00:00,1917,1
0,274.01,90,2012-12-02 00:00:00,1341,1
0,274.52,90,2012-12-02 01:00:00,825,1
0,274.8,90,2012-12-02 02:00:00,627,1
0,275.18,90,2012-12-02 03:00:00,339,1
0,275.59,90,2012-12-02 04:00:00,301,1
0,275.91,90,2012-12-02 05:00:00,447,1
0,275.73,90,2012-12-02 06:00:00,667,1
0,275.86,90,2012-12-02 07:00:00,1029,1
0,276.24,90,2012-12-02 08:00:00,1613,1
0,277.86,100,2012-12-02 10:00:00,3179,1
0,277.86,100,2012-12-02 11:00:00,3642,1
0,279.43,100,2012-12-02 12:00:00,3770,1
0,279.85,90,2012-12-02 13:00:00,3924,1
0,280.55,90,2012-12-02 14:00:00,3696,1
0,280.8,90,2012-12-02 15:00:00,4329,1
0,280.8,90,2012-12-02 16:00:00,4135,1
0,280.65,90,2012-12-02 17:00:00,3938,1
0,279.0,90,2012-12-02 18:00:00,3243,1
0,277.24,40,2012-12-02 19:00:00,2731,1
0,276.8,90,2012-12-02 20:00:00,2319,1
0,276.38,90,2012-12-02 21:00:00,2093,1
0,276.55,90,2012-12-02 22:00:00,2350,1
0,276.01,75,2012-12-02 23:00:00,930,1
0,274.55,20,2012-12-03 00:00:00,496,0
0,273.38,1,2012-12-03 01:00:00,273,0
0,272.68,1,2012-12-03 02:00:00,234,0
0,272.45,1,2012-12-03 03:00:00,291,0
0,271.65,20,2012-12-03 04:00:00,802,0
0,271.25,90,2012-12-03 05:00:00,2518,0
0,271.06,90,2012-12-03 06:00:00,5506,0
0,271.48,90,2012-12-03 07:00:00,6393,0
0,271.33,90,2012-12-03 08:00:00,5800,0
0,271.94,90,2012-12-03 09:00:00,5064,0
0,273.36,90,2012-12-03 10:00:00,4442,0
0,274.34,90,2012-12-03 11:00:00,4544,0
0,274.89,90,2012-12-03 12:00:00,4777,0
0,275.01,90,2012-12-03 13:00:00,4810,0
0,276.07,90,2012-12-03 14:00:00,5310,0
0,276.06,90,2012-12-03 15:00:00,5678,0
0,275.85,90,2012-12-03 16:00:00,6334,0
0,275.78,90,2012-12-03 17:00:00,5914,0
0,275.83,90,2012-12-03 18:00:00,4179,0
0,276.06,90,2012-12-03 19:00:00,3076,0
0,276.44,75,2012-12-03 20:00:00,2478,0
0,277.14,90,2012-12-03 21:00:00,2159,0
0,277.33,75,2012-12-03 22:00:00,1399,0
0,277.41,75,2012-12-03 23:00:00,1006,0
0,277.83,40,2012-12-04 00:00:00,516,0
0,278.49,75,2012-12-04 01:00:00,346,0
0,279.15,90,2012-12-04 02:00:00,253,0
0,279.82,75,2012-12-04 03:00:00,347,0
0,280.51,90,2012-12-04 04:00:00,802,0
0,281.03,90,2012-12-04 05:00:00,2638,0
0,282.45,90,2012-12-04 07:00:00,7051,0
0,283.32,90,2012-12-04 08:00:00,6112,0
0,283.74,90,2012-12-04 09:00:00,5388,0
0,284.35,90,2012-12-04 10:00:00,4489,0
0,284.95,90,2012-12-04 11:00:00,4731,0
0,285.11,90,2012-12-04 12:00:00,4816,0
0,285.0,75,2012-12-04 13:00:00,4918,0
0,284.74,75,2012-12-04 14:00:00,5292,0
0,284.6,75,2012-12-04 15:00:00,5657,0
0,283.7,40,2012-12-04 16:00:00,6647,0
0,281.44,20,2012-12-04 17:00:00,6434,0
0,280.78,1,2012-12-04 18:00:00,4551,0
0,279.48,1,2012-12-04 19:00:00,3186,0
0,279.19,1,2012-12-04 20:00:00,2773,0
0,278.97,1,2012-12-04 21:00:00,2360,0
0,279.14,1,2012-12-04 22:00:00,1811,0
0,278.98,1,2012-12-04 23:00:00,2544,0
0,278.44,1,2012-12-05 01:00:00,381,0
0,277.08,1,2012-12-05 02:00:00,264,0
0,276.05,1,2012-12-05 03:00:00,341,0
0,274.88,1,2012-12-05 04:00:00,783,0
0,273.75,1,2012-12-05 05:00:00,2612,0
0,272.42,1,2012-12-05 06:00:00,5900,0
0,271.56,20,2012-12-05 07:00:00,5922,0
0,270.85,20,2012-12-05 08:00:00,6888,0
0,271.19,1,2012-12-05 09:00:00,5345,0
0,271.25,1,2012-12-05 10:00:00,4536,0
0,272.11,1,2012-12-05 11:00:00,4757,0
0,272.82,1,2012-12-05 12:00:00,4961,0
0,272.92,1,2012-12-05 13:00:00,4967,0
0,272.86,1,2012-12-05 14:00:00,5346,0
0,272.51,1,2012-12-05 15:00:00,5867,0
0,271.39,1,2012-12-05 16:00:00,6605,0
0,270.08,1,2012-12-05 17:00:00,6074,0
0,269.27,1,2012-12-05 18:00:00,4557,0
0,268.62,1,2012-12-05 19:00:00,3177,0
0,267.8,1,2012-12-05 20:00:00,2788,0
0,267.34,1,2012-12-05 21:00:00,2416,0
0,267.41,1,2012-12-05 22:00:00,1946,0
0,267.04,40,2012-12-05 23:00:00,1056,0
0,266.24,40,2012-12-06 00:00:00,536,0
0,266.08,40,2012-12-06 01:00:00,348,0
0,265.62,40,2012-12-06 02:00:00,273,0
0,265.22,40,2012-12-06 03:00:00,382,0
0,265.26,40,2012-12-06 04:00:00,780,0
0,265.26,40,2012-12-06 05:00:00,2627,0
0,265.53,75,2012-12-06 06:00:00,5545,0
0,265.58,75,2012-12-06 07:00:00,6789,0
0,265.98,75,2012-12-06 08:00:00,6298,0
0,267.26,75,2012-12-06 09:00:00,5391,0
0,269.34,75,2012-12-06 10:00:00,4540,0
0,270.72,75,2012-12-06 11:00:00,5001,0
0,272.35,75,2012-12-06 12:00:00,5098,0
0,273.73,75,2012-12-06 13:00:00,5113,0
0,274.13,90,2012-12-06 14:00:00,5522,0
0,274.79,90,2012-12-06 15:00:00,5879,0
0,274.96,90,2012-12-06 16:00:00,6695,0
0,275.13,90,2012-12-06 17:00:00,6587,0
0,275.58,90,2012-12-06 18:00:00,4564,0
0,275.75,90,2012-12-06 19:00:00,3429,0
0,276.37,90,2012-12-06 20:00:00,2983,0
0,276.66,90,2012-12-06 21:00:00,3225,0
0,276.78,90,2012-12-06 22:00:00,2092,0
0,277.52,90,2012-12-06 23:00:00,1204,0
0,277.85,90,2012-12-07 00:00:00,629,0
0,278.47,90,2012-12-07 01:00:00,419,0
0,279.16,90,2012-12-07 02:00:00,322,0
0,279.61,90,2012-12-07 03:00:00,375,0
0,280.07,90,2012-12-07 04:00:00,743,0
0,280.44,90,2012-12-07 05:00:00,2480,0
0,280.17,90,2012-12-07 06:00:00,5555,0
0,279.21,90,2012-12-07 08:00:00,6012,0
0,278.93,75,2012-12-07 09:00:00,5253,0
0,278.85,75,2012-12-07 10:00:00,4832,0
0,278.64,40,2012-12-07 11:00:00,5404,0
0,278.98,40,2012-12-07 12:00:00,5654,0
0,278.49,40,2012-12-07 13:00:00,5727,0
0,278.68,40,2012-12-07 14:00:00,5918,0
0,278.39,40,2012-12-07 15:00:00,5938,0
0,277.54,75,2012-12-07 16:00:00,6082,0
0,276.58,75,2012-12-07 17:00:00,5376,0
0,275.9,90,2012-12-07 18:00:00,4270,0
0,274.77,90,2012-12-07 19:00:00,3231,0
0,274.03,90,2012-12-07 20:00:00,2617,0
0,272.49,75,2012-12-07 21:00:00,2995,0
0,271.3,20,2012-12-07 22:00:00,2652,0
0,270.09,40,2012-12-07 23:00:00,1667,0
0,269.47,40,2012-12-08 00:00:00,1072,1
0,269.28,20,2012-12-08 01:00:00,674,1
0,269.11,75,2012-12-08 02:00:00,526,1
0,268.89,40,2012-12-08 03:00:00,356,1
0,268.65,40,2012-12-08 04:00:00,418,1
0,268.32,75,2012-12-08 05:00:00,713,1
0,267.92,75,2012-12-08 06:00:00,1192,1
0,268.12,75,2012-12-08 07:00:00,1881,1
0,267.58,40,2012-12-08 08:00:00,2687,1
0,269.74,90,2012-12-08 09:00:00,3421,1
0,270.85,90,2012-12-08 10:00:00,3724,1
0,271.65,90,2012-12-08 11:00:00,4465,1
0,272.08,90,2012-12-08 12:00:00,5009,1
0,272.3,90,2012-12-08 13:00:00,5163,1
0,272.02,90,2012-12-08 14:00:00,4621,1
0,271.51,90,2012-12-08 15:00:00,4807,1
0,271.39,90,2012-12-08 16:00:00,4983,1
0,271.11,90,2012-12-08 17:00:00,5327,1
0,271.1,100,2012-12-08 19:00:00,3137,1
0,271.1,100,2012-12-08 20:00:00,2678,1
0,271.1,100,2012-12-08 21:00:00,2911,1
0,271.1,100,2012-12-08 22:00:00,2716,1
0,271.1,100,2012-12-08 23:00:00,1860,1
0,269.93,93,2012-12-09 01:00:00,774,1
0,269.93,93,2012-12-09 02:00:00,540,1
0,269.93,93,2012-12-09 03:00:00,321,1
0,269.93,93,2012-12-09 04:00:00,291,1
0,269.93,93,2012-12-09 05:00:00,458,1
0,269.93,93,2012-12-09 06:00:00,759,1
0,269.71,0,2012-12-09 07:00:00,938,1
0,269.71,0,2012-12-09 08:00:00,1438,1
0,269.71,0,2012-12-09 09:00:00,1916,1
0,269.71,0,2012-12-09 10:00:00,2483,1
0,269.71,0,2012-12-09 11:00:00,2299,1
0,269.71,0,2012-12-09 12:00:00,1824,1
0,273.62,54,2012-12-09 13:00:00,1686,1
0,273.62,54,2012-12-09 14:00:00,1715,1
0,273.02,90,2012-12-09 15:00:00,1989,1
0,272.55,90,2012-12-09 16:00:00,1773,1
0,271.98,90,2012-12-09 17:00:00,1607,1
0,271.87,75,2012-12-09 18:00:00,1338,1
0,271.92,90,2012-12-09 19:00:00,1261,1
0,272.14,90,2012-12-09 20:00:00,1031,1
0,272.12,90,2012-12-09 21:00:00,944,1
0,272.35,90,2012-12-09 22:00:00,982,1
0,272.93,90,2012-12-09 23:00:00,641,1
0,272.82,90,2012-12-10 00:00:00,357,0
0,272.24,90,2012-12-10 01:00:00,268,0
0,272.01,90,2012-12-10 02:00:00,216,0
0,272.01,90,2012-12-10 03:00:00,339,0
0,271.95,90,2012-12-10 04:00:00,794,0
0,272.07,90,2012-12-10 05:00:00,2139,0
0,272.18,90,2012-12-10 06:00:00,3902,0
0,272.35,90,2012-12-10 07:00:00,4433,0
0,272.35,90,2012-12-10 08:00:00,4265,0
0,272.35,90,2012-12-10 09:00:00,4057,0
0,272.52,90,2012-12-10 10:00:00,3599,0
0,272.41,90,2012-12-10 11:00:00,3761,0
0,272.41,90,2012-12-10 12:00:00,3866,0
0,272.41,90,2012-12-10 13:00:00,3882,0
0,272.12,90,2012-12-10 14:00:00,4205,0
0,272.07,90,2012-12-10 15:00:00,4400,0
0,271.89,90,2012-12-10 16:00:00,4685,0
0,271.74,90,2012-12-10 17:00:00,4208,0
0,271.4,90,2012-12-10 18:00:00,3516,0
0,270.91,90,2012-12-10 19:00:00,2520,0
0,270.81,90,2012-12-10 20:00:00,2131,0
0,269.78,90,2012-12-10 21:00:00,1983,0
0,268.41,90,2012-12-10 22:00:00,1684,0
0,266.76,90,2012-12-10 23:00:00,976,0
0,265.17,90,2012-12-11 00:00:00,450,0
0,264.04,90,2012-12-11 01:00:00,314,0
0,263.58,90,2012-12-11 02:00:00,255,0
0,263.07,90,2012-12-11 03:00:00,344,0
0,262.31,90,2012-12-11 04:00:00,789,0
0,261.68,75,2012-12-11 05:00:00,2531,0
0,261.45,75,2012-12-11 06:00:00,4867,0
0,261.18,90,2012-12-11 07:00:00,5263,0
0,260.75,90,2012-12-11 08:00:00,5325,0
0,260.77,90,2012-12-11 09:00:00,5137,0
0,260.81,75,2012-12-11 10:00:00,4582,0
0,260.85,40,2012-12-11 11:00:00,4202,0
0,261.0,20,2012-12-11 12:00:00,4396,0
0,261.99,20,2012-12-11 13:00:00,4519,0
0,262.23,40,2012-12-11 14:00:00,4890,0
0,261.58,40,2012-12-11 15:00:00,5139,0
0,260.25,75,2012-12-11 16:00:00,5242,0
0,259.04,40,2012-12-11 17:00:00,4913,0
0,257.81,40,2012-12-11 18:00:00,4415,0
0,257.01,75,2012-12-11 19:00:00,2880,0
0,255.94,75,2012-12-11 20:00:00,2425,0
0,256.23,90,2012-12-11 21:00:00,2273,0
0,256.06,40,2012-12-11 22:00:00,1746,0
0,256.73,90,2012-12-11 23:00:00,1007,0
0,257.71,90,2012-12-12 00:00:00,571,0
0,258.71,90,2012-12-12 01:00:00,349,0
0,259.76,90,2012-12-12 02:00:00,245,0
0,260.13,90,2012-12-12 03:00:00,357,0
0,260.39,90,2012-12-12 04:00:00,833,0
0,260.57,90,2012-12-12 05:00:00,2620,0
0,260.71,75,2012-12-12 06:00:00,5178,0
0,260.64,90,2012-12-12 07:00:00,5771,0
0,260.42,40,2012-12-12 08:00:00,5586,0
0,261.16,40,2012-12-12 09:00:00,5310,0
0,262.17,90,2012-12-12 10:00:00,4313,0
0,262.9,16,2012-12-12 11:00:00,4583,0
0,268.75,89,2012-12-12 13:00:00,4810,0
0,268.75,89,2012-12-12 14:00:00,5320,0
0,265.93,89,2012-12-12 15:00:00,5497,0
0,264.82,89,2012-12-12 16:00:00,6208,0
0,263.96,89,2012-12-12 17:00:00,5574,0
0,263.59,89,2012-12-12 18:00:00,4371,0
0,262.79,89,2012-12-12 19:00:00,3104,0
0,261.11,40,2012-12-12 20:00:00,2616,0
0,261.3,90,2012-12-12 21:00:00,2425,0
0,259.06,20,2012-12-12 22:00:00,1928,0
0,258.94,75,2012-12-12 23:00:00,1081,0
0,259.58,20,2012-12-13 00:00:00,590,0
0,259.11,90,2012-12-13 01:00:00,371,0
0,260.43,75,2012-12-13 02:00:00,268,0
0,261.58,75,2012-12-13 03:00:00,356,0
0,262.9,90,2012-12-13 04:00:00,876,0
0,264.28,90,2012-12-13 05:00:00,2651,0
0,265.22,75,2012-12-13 06:00:00,5183,0
0,266.42,90,2012-12-13 07:00:00,6385,0
0,267.86,90,2012-12-13 08:00:00,6038,0
0,269.47,90,2012-12-13 09:00:00,5045,0
0,271.36,90,2012-12-13 10:00:00,4531,0
0,273.17,75,2012-12-13 11:00:00,5031,0
0,274.99,75,2012-12-13 12:00:00,5050,0
0,275.95,75,2012-12-13 13:00:00,4989,0
0,276.46,75,2012-12-13 14:00:00,5622,0
0,276.7,75,2012-12-13 15:00:00,5698,0
0,276.12,90,2012-12-13 16:00:00,6132,0
0,275.37,90,2012-12-13 17:00:00,5331,0
0,274.66,90,2012-12-13 18:00:00,4534,0
0,274.9,90,2012-12-13 19:00:00,3275,0
0,275.56,90,2012-12-13 20:00:00,2982,0
0,275.95,90,2012-12-13 21:00:00,2632,0
0,276.06,40,2012-12-13 22:00:00,2074,0
0,275.53,20,2012-12-13 23:00:00,1158,0
0,275.35,90,2012-12-14 00:00:00,652,0
0,275.5,90,2012-12-14 01:00:00,411,0
0,275.22,90,2012-12-14 02:00:00,371,0
0,274.99,90,2012-12-14 03:00:00,447,0
0,274.3,75,2012-12-14 04:00:00,781,0
0,273.05,75,2012-12-14 05:00:00,2508,0
0,271.71,20,2012-12-14 06:00:00,5412,0
0,271.1,20,2012-12-14 07:00:00,6507,0
0,269.84,20,2012-12-14 08:00:00,5595,0
0,269.47,20,2012-12-14 09:00:00,5113,0
0,270.77,75,2012-12-14 10:00:00,4868,0
0,271.92,75,2012-12-14 11:00:00,5297,0
0,273.04,75,2012-12-14 12:00:00,5480,0
0,274.04,40,2012-12-14 13:00:00,5407,0
0,274.31,20,2012-12-14 14:00:00,5519,0
0,274.16,20,2012-12-14 15:00:00,6002,0
0,272.81,20,2012-12-14 16:00:00,6185,0
0,271.25,40,2012-12-14 17:00:00,5545,0
0,270.27,20,2012-12-14 18:00:00,4555,0
0,268.66,40,2012-12-14 19:00:00,3598,0
0,267.93,40,2012-12-14 20:00:00,2868,0
0,267.13,40,2012-12-14 21:00:00,2819,0
0,266.93,75,2012-12-14 22:00:00,2890,0
0,266.6,90,2012-12-14 23:00:00,1828,0
0,265.48,75,2012-12-15 00:00:00,1147,1
0,265.41,75,2012-12-15 01:00:00,699,1
0,265.29,40,2012-12-15 02:00:00,556,1
0,264.73,20,2012-12-15 03:00:00,385,1
0,264.56,20,2012-12-15 04:00:00,421,1
0,264.88,20,2012-12-15 05:00:00,716,1
0,264.25,20,2012-12-15 06:00:00,1104,1
0,264.65,75,2012-12-15 07:00:00,1616,1
0,265.53,75,2012-12-15 08:00:00,2407,1
0,266.5,75,2012-12-15 09:00:00,3169,1
0,268.61,75,2012-12-15 10:00:00,3519,1
0,270.29,75,2012-12-15 11:00:00,3938,1
0,272.37,75,2012-12-15 12:00:00,4030,1
0,273.72,40,2012-12-15 13:00:00,4235,1
0,274.45,40,2012-12-15 14:00:00,4080,1
0,274.42,75,2012-12-15 15:00:00,4143,1
0,274.08,75,2012-12-15 16:00:00,4347,1
0,273.42,90,2012-12-15 17:00:00,4088,1
